season,date,team1,team2,odds1,oddsX,odds2,gameId
2010-2011,2011-02-10,DET,NSH,1.95,4.5,3.45,
2010-2011,2011-02-10,MIN,COL,2.3,4.2,2.85,
2010-2011,2011-02-10,DAL,PHX,2.29,4.33,2.95,
2010-2011,2011-02-10,CGY,OTT,1.87,4.5,3.65,
2010-2011,2011-02-10,EDM,CHI,3.25,4.5,1.95,
2010-2011,2011-02-10,VAN,ANA,1.91,4.5,3.8,
2010-2011,2011-02-11,TOR,NJD,2.4,4.2,2.65,
2010-2011,2011-02-11,PHI,CAR,1.85,4.5,4.0,
2010-2011,2011-02-11,PIT,LAK,2.79,4.0,2.5,
2010-2011,2011-02-11,MTL,NYI,1.8,4.5,4.0,
2010-2011,2011-02-11,FLA,BUF,2.6,4.1,2.5,
2010-2011,2011-02-12,BOS,DET,2.3,4.25,2.85,
2010-2011,2011-02-12,NJD,SJS,2.95,4.0,2.3,
2010-2011,2011-02-12,NYI,PIT,2.85,4.33,2.3,
2010-2011,2011-02-12,CBJ,COL,2.3,4.25,2.85,
2010-2011,2011-02-12,Unknown,NYR,2.55,4.2,2.5,
2010-2011,2011-02-12,STL,MIN,2.15,4.25,3.0,
2010-2011,2011-02-12,DAL,CHI,2.75,4.33,2.5,
2010-2011,2011-02-12,CGY,ANA,2.3,4.25,2.95,
2010-2011,2011-02-12,WSH,LAK,2.1,4.33,3.1,
2010-2011,2011-02-13,MTL,TOR,2.1,4.33,3.15,
2010-2011,2011-02-13,TBL,CAR,2.05,4.5,3.25,
2010-2011,2011-02-13,NSH,COL,2.0,4.5,3.4,
2010-2011,2011-02-13,PHX,CHI,2.45,4.33,2.6,
2010-2011,2011-02-13,MIN,STL,2.35,4.2,2.8,
2010-2011,2011-02-13,VAN,CGY,1.8,4.75,3.9,
2010-2011,2011-02-13,DET,BOS,2.25,4.5,2.95,2010020842.0
2010-2011,2011-02-13,NYR,PIT,2.1,4.33,3.5,2010020838.0
2010-2011,2011-02-13,BUF,NYI,1.8,4.5,3.9,2010020837.0
2010-2011,2011-02-13,DAL,CBJ,2.2,4.33,3.1,2010020839.0
2010-2011,2011-02-13,PHI,LAK,2.0,4.5,3.55,
2010-2011,2011-02-14,EDM,ANA,2.95,4.33,2.15,
2010-2011,2011-02-15,STL,VAN,3.15,4.25,2.2,
2010-2011,2011-02-15,PHX,WSH,2.5,4.2,2.5,
2010-2011,2011-02-15,COL,CGY,2.54,4.2,2.55,
2010-2011,2011-02-16,BOS,TOR,1.83,4.75,3.95,
2010-2011,2011-02-16,MTL,BUF,2.15,4.33,3.05,
2010-2011,2011-02-16,OTT,NYI,2.3,4.2,2.75,
2010-2011,2011-02-16,TBL,PHI,2.7,4.2,2.5,
2010-2011,2011-02-16,NSH,SJS,2.5,3.9,2.55,
2010-2011,2011-02-16,MIN,VAN,2.52,4.2,2.5,
2010-2011,2011-02-16,EDM,DAL,2.8,4.2,2.3,
2010-2011,2011-02-17,BUF,TOR,2.0,4.5,3.4,
2010-2011,2011-02-17,NJD,CAR,2.3,4.33,2.95,
2010-2011,2011-02-17,CBJ,LAK,2.65,4.0,2.45,
2010-2011,2011-02-17,FLA,PHI,2.95,4.33,2.2,
2010-2011,2011-02-17,CHI,MIN,2.0,4.5,3.6,
2010-2011,2011-02-17,COL,PIT,2.4,4.2,2.8,
2010-2011,2011-02-17,CGY,DAL,2.05,4.5,3.25,
2010-2011,2011-02-17,ANA,WSH,2.5,4.2,2.6,
2010-2011,2011-02-18,NYI,BOS,3.3,4.5,2.05,
2010-2011,2011-02-18,NYR,LAK,2.35,4.0,2.75,
2010-2011,2011-02-18,TBL,DET,2.6,4.2,2.5,
2010-2011,2011-02-18,NSH,VAN,2.5,4.2,2.54,
2010-2011,2011-02-18,EDM,MTL,2.83,4.25,2.25,
2010-2011,2011-02-18,PHX,Unknown,2.0,4.5,3.45,
2010-2011,2011-02-18,SJS,WSH,2.05,4.5,3.1,
2010-2011,2011-02-19,NJD,NYR,2.25,4.09,2.9,
2010-2011,2011-02-19,BUF,STL,2.15,4.25,3.0,
2010-2011,2011-02-19,OTT,BOS,3.65,4.5,1.91,
2010-2011,2011-02-19,FLA,DET,2.95,4.2,2.25,
2010-2011,2011-02-19,CAR,PHI,2.85,4.25,2.2,
2010-2011,2011-02-19,MIN,ANA,2.36,4.2,2.75,
2010-2011,2011-02-19,CHI,CBJ,1.95,4.5,3.6,
2010-2011,2011-02-19,EDM,Unknown,2.5,4.2,2.5,
2010-2011,2011-02-20,TOR,OTT,1.95,4.5,3.5,
2010-2011,2011-02-20,NYI,LAK,3.1,4.5,2.1,
2010-2011,2011-02-20,CAR,NJD,2.45,4.2,2.85,
2010-2011,2011-02-20,TBL,FLA,1.85,4.5,3.7,
2010-2011,2011-02-20,STL,ANA,2.2,4.2,2.9,
2010-2011,2011-02-20,NSH,PHX,2.25,4.2,2.95,
2010-2011,2011-02-20,VAN,DAL,1.85,4.5,3.85,
2010-2011,2011-02-20,SJS,COL,1.7,4.75,4.15,
2010-2011,2011-02-20,NYR,PHI,2.8,4.2,2.35,2010020887.0
2010-2011,2011-02-20,BUF,WSH,2.5,4.09,2.65,2010020886.0
2010-2011,2011-02-20,MIN,DET,3.05,4.33,2.2,2010020889.0
2010-2011,2011-02-21,NYI,FLA,2.5,4.33,2.6,2010020891.0
2010-2011,2011-02-21,STL,CHI,2.35,4.2,2.7,2010020892.0
2010-2011,2011-02-22,PIT,WSH,2.95,4.25,2.3,
2010-2011,2011-02-23,TOR,NYI,2.1,4.33,3.1,
2010-2011,2011-02-23,PHI,PHX,1.95,4.25,3.45,
2010-2011,2011-02-23,CAR,NYR,2.25,4.25,2.9,
2010-2011,2011-02-23,CBJ,NSH,2.54,4.0,2.6,
2010-2011,2011-02-23,DET,SJS,2.25,4.25,2.85,
2010-2011,2011-02-23,MIN,EDM,1.95,4.5,3.45,
2010-2011,2011-02-23,STL,COL,1.92,4.5,3.65,
2010-2011,2011-02-23,DAL,NJD,2.8,4.1,2.4,
2010-2011,2011-02-23,CGY,BOS,2.55,4.0,2.55,
2010-2011,2011-02-23,VAN,MTL,1.9,4.5,3.8,
2010-2011,2011-02-24,BUF,Unknown,2.05,4.5,3.2,
2010-2011,2011-02-24,OTT,FLA,2.6,4.2,2.45,
2010-2011,2011-02-24,PIT,SJS,2.85,4.33,2.2,
2010-2011,2011-02-24,TBL,PHX,2.15,4.5,3.3,
2010-2011,2011-02-24,COL,EDM,2.1,4.33,3.05,
2010-2011,2011-02-24,ANA,LAK,2.79,4.25,2.4,
2010-2011,2011-02-25,PHI,NYI,1.7,4.75,4.7,
2010-2011,2011-02-25,DET,DAL,1.75,4.5,4.0,
2010-2011,2011-02-25,MTL,TOR,2.1,4.33,3.3,
2010-2011,2011-02-25,NSH,CHI,2.54,4.33,2.55,
2010-2011,2011-02-25,VAN,STL,1.8,4.6,3.95,
2010-2011,2011-02-25,LAK,MIN,2.1,4.5,3.1,
2010-2011,2011-02-26,WSH,NYR,1.95,4.5,3.5,
2010-2011,2011-02-26,CAR,PIT,2.2,4.33,3.0,
2010-2011,2011-02-26,CBJ,PHX,2.35,4.0,2.7,
2010-2011,2011-02-26,BUF,OTT,1.8,4.5,3.9,
2010-2011,2011-02-26,Unknown,FLA,2.2,4.5,2.85,
2010-2011,2011-02-26,TBL,NJD,2.3,4.2,2.75,
2010-2011,2011-02-26,CGY,SJS,2.55,4.0,2.5,
2010-2011,2011-02-26,EDM,STL,2.45,4.2,2.55,
2010-2011,2011-02-26,ANA,MIN,2.15,4.33,3.05,
2010-2011,2011-03-01,MIN,CHI,2.7,4.0,2.4,
2010-2011,2011-03-01,LAK,DET,2.4,4.15,2.7,
2010-2011,2011-03-02,NYR,BUF,2.3,4.2,2.85,
2010-2011,2011-03-02,WSH,NYI,1.77,4.5,4.15,
2010-2011,2011-03-02,CAR,FLA,1.8,4.5,3.8,
2010-2011,2011-03-02,Unknown,MTL,2.6,4.33,2.45,
2010-2011,2011-03-02,OTT,BOS,3.7,4.4,1.92,
2010-2011,2011-03-02,STL,CGY,2.45,4.2,2.7,
2010-2011,2011-03-02,PHX,DAL,2.25,4.33,3.0,
2010-2011,2011-03-02,EDM,NSH,3.0,4.33,2.2,
2010-2011,2011-03-02,VAN,CBJ,1.9,4.75,4.05,
2010-2011,2011-03-02,SJS,COL,1.64,4.8,4.6,
2010-2011,2011-03-03,TOR,PIT,2.3,4.2,2.7,
2010-2011,2011-03-03,NJD,TBL,2.3,4.2,3.0,
2010-2011,2011-03-03,NYI,MIN,2.7,4.2,2.4,
2010-2011,2011-03-03,CHI,CGY,1.95,4.5,3.5,
2010-2011,2011-03-03,ANA,DET,2.85,4.25,2.25,
2010-2011,2011-03-04,BOS,TBL,2.0,4.5,3.5,
2010-2011,2011-03-04,NYR,MIN,2.05,4.2,3.3,
2010-2011,2011-03-04,PHI,TOR,1.75,4.75,4.25,
2010-2011,2011-03-04,WSH,STL,1.8,4.5,3.85,
2010-2011,2011-03-04,CAR,BUF,2.35,4.2,2.8,
2010-2011,2011-03-04,Unknown,OTT,2.0,4.5,3.35,
2010-2011,2011-03-04,FLA,MTL,2.9,4.2,2.2,
2010-2011,2011-03-04,EDM,CBJ,2.85,4.25,2.25,
2010-2011,2011-03-04,VAN,NSH,1.9,4.5,3.5,
2010-2011,2011-03-04,LAK,PHX,2.15,4.25,3.1,
2010-2011,2011-03-04,SJS,DET,2.1,4.33,3.15,
2010-2011,2011-03-05,NJD,PIT,2.05,4.2,3.4,
2010-2011,2011-03-05,OTT,NYR,2.89,4.1,2.25,
2010-2011,2011-03-05,CHI,CAR,1.85,4.5,3.8,
2010-2011,2011-03-05,CGY,CBJ,2.0,4.5,3.5,
2010-2011,2011-03-05,ANA,DAL,2.35,4.2,2.8,
2010-2011,2011-03-05,NYI,STL,2.5,4.2,2.6,2010020973.0
2010-2011,2011-03-05,PHI,BUF,2.0,4.5,3.5,2010020974.0
2010-2011,2011-03-06,BOS,PIT,1.85,4.5,4.0,
2010-2011,2011-03-06,TOR,CHI,2.8,4.25,2.3,
2010-2011,2011-03-06,Unknown,FLA,2.2,4.25,2.95,
2010-2011,2011-03-06,TBL,MTL,2.25,4.25,2.9,
2010-2011,2011-03-06,PHX,DET,2.7,4.25,2.45,
2010-2011,2011-03-06,COL,EDM,2.1,4.25,3.25,
2010-2011,2011-03-06,SJS,DAL,1.85,4.5,3.75,
2010-2011,2011-03-06,NYR,PHI,2.65,4.2,2.6,2010020984.0
2010-2011,2011-03-06,NYI,NJD,3.05,4.2,2.16,
2010-2011,2011-03-07,MIN,BUF,2.2,4.5,2.95,
2010-2011,2011-03-07,CGY,NSH,2.2,4.2,2.95,
2010-2011,2011-03-07,ANA,VAN,2.7,4.25,2.4,
2010-2011,2011-03-08,TBL,WSH,2.4,4.25,2.65,
2010-2011,2011-03-08,STL,CBJ,2.3,4.25,2.85,
2010-2011,2011-03-08,LAK,DAL,2.0,4.3,3.3,
2010-2011,2011-03-09,NJD,OTT,1.69,4.55,4.35,
2010-2011,2011-03-09,NYI,TOR,2.55,4.2,2.55,
2010-2011,2011-03-09,PHI,EDM,1.64,4.75,4.7,
2010-2011,2011-03-09,PIT,BUF,2.4,4.33,2.75,
2010-2011,2011-03-09,MTL,BOS,2.6,4.1,2.5,
2010-2011,2011-03-09,FLA,CHI,3.8,4.55,1.82,
2010-2011,2011-03-09,MIN,COL,1.91,4.5,3.7,
2010-2011,2011-03-09,PHX,VAN,2.75,4.25,2.4,
2010-2011,2011-03-09,SJS,NSH,1.95,4.4,3.55,
2010-2011,2011-03-10,WSH,EDM,1.65,5.0,4.8,
2010-2011,2011-03-10,CAR,Unknown,2.0,4.5,3.5,
2010-2011,2011-03-10,CBJ,STL,2.25,4.2,2.85,
2010-2011,2011-03-10,DET,LAK,2.1,4.35,3.2,
2010-2011,2011-03-10,TBL,CHI,2.5,4.35,2.5,
2010-2011,2011-03-10,DAL,CGY,2.4,4.2,2.75,
2010-2011,2011-03-10,ANA,NYR,2.5,4.09,2.65,
2010-2011,2011-03-11,BOS,BUF,2.0,4.5,3.45,
2010-2011,2011-03-11,TOR,PHI,3.0,4.35,2.15,
2010-2011,2011-03-11,FLA,OTT,2.25,4.33,2.95,
2010-2011,2011-03-11,STL,MTL,2.75,4.2,2.35,
2010-2011,2011-03-11,NSH,MIN,2.15,4.33,3.1,
2010-2011,2011-03-11,PHX,CGY,2.25,4.2,2.85,
2010-2011,2011-03-11,SJS,VAN,2.4,4.2,2.7,
2010-2011,2011-03-12,NYI,BOS,3.0,4.5,2.15,
2010-2011,2011-03-12,WSH,CAR,1.92,4.5,3.45,
2010-2011,2011-03-12,CBJ,LAK,2.75,4.1,2.35,
2010-2011,2011-03-12,DET,EDM,1.59,5.25,5.5,
2010-2011,2011-03-12,Unknown,NJD,3.1,4.2,2.25,
2010-2011,2011-03-12,TBL,OTT,1.7,4.75,4.25,
2010-2011,2011-03-12,DAL,MIN,2.0,4.5,3.4,
2010-2011,2011-03-12,COL,ANA,2.89,4.25,2.25,
2010-2011,2011-03-12,PIT,MTL,2.35,4.15,2.8,2010021023.0
2010-2011,2011-03-13,TOR,BUF,2.55,4.1,2.5,
2010-2011,2011-03-13,NJD,NYI,1.86,4.45,3.9,
2010-2011,2011-03-13,PHI,Unknown,1.8,4.75,4.3,
2010-2011,2011-03-13,CAR,CBJ,2.15,4.3,3.3,
2010-2011,2011-03-13,FLA,TBL,2.8,4.1,2.3,
2010-2011,2011-03-13,STL,DET,2.75,4.2,2.35,
2010-2011,2011-03-13,NSH,COL,1.7,4.75,4.5,
2010-2011,2011-03-13,CGY,VAN,2.7,4.2,2.45,
2010-2011,2011-03-13,SJS,NYR,2.0,4.5,3.4,
2010-2011,2011-03-13,WSH,CHI,2.3,4.2,2.85,2010021034.0
2010-2011,2011-03-13,PIT,EDM,1.75,4.75,4.1,2010021033.0
2010-2011,2011-03-13,DAL,LAK,2.45,4.33,2.65,
2010-2011,2011-03-14,ANA,PHX,2.3,4.25,2.95,
2010-2011,2011-03-15,TOR,TBL,2.6,4.15,2.5,
2010-2011,2011-03-15,CHI,SJS,2.35,4.25,2.7,
2010-2011,2011-03-15,VAN,MIN,1.8,4.6,4.0,
2010-2011,2011-03-19,MIN,CBJ,2.25,4.33,3.0,2010021070.0
2010-2011,2011-03-20,BUF,Unknown,2.0,4.35,3.45,
2010-2011,2011-03-20,TOR,BOS,3.0,4.33,2.2,
2010-2011,2011-03-20,OTT,TBL,3.15,4.33,2.15,
2010-2011,2011-03-20,FLA,NYI,2.25,4.2,2.95,
2010-2011,2011-03-20,NSH,DET,2.53,4.33,2.5,
2010-2011,2011-03-20,DAL,PHI,2.65,4.1,2.45,
2010-2011,2011-03-20,EDM,COL,2.38,4.2,2.75,
2010-2011,2011-03-20,LAK,ANA,2.1,4.33,3.3,
2010-2011,2011-03-20,SJS,STL,1.84,4.5,4.0,
2010-2011,2011-03-20,PIT,NYR,2.35,3.9,2.65,2010021080.0
2010-2011,2011-03-21,PHX,CHI,2.6,4.2,2.45,
2010-2011,2011-03-21,ANA,CGY,2.5,4.1,2.65,
2010-2011,2011-03-22,DET,PIT,2.0,4.33,3.5,
2010-2011,2011-03-22,LAK,CGY,2.1,4.33,3.35,
2010-2011,2011-03-23,BOS,NJD,2.3,4.33,2.95,
2010-2011,2011-03-23,NYR,FLA,1.83,4.45,4.0,
2010-2011,2011-03-23,CAR,OTT,1.8,4.5,3.95,
2010-2011,2011-03-23,PHI,WSH,2.05,4.3,3.2,
2010-2011,2011-03-23,MTL,BUF,2.35,4.2,2.85,
2010-2011,2011-03-23,TBL,NYI,1.91,4.5,3.55,
2010-2011,2011-03-23,NSH,EDM,1.67,4.6,4.75,
2010-2011,2011-03-23,MIN,TOR,2.35,4.25,2.95,
2010-2011,2011-03-23,COL,CBJ,2.65,4.2,2.4,
2010-2011,2011-03-23,PHX,STL,2.0,4.3,3.55,
2010-2011,2011-03-24,DET,VAN,2.45,4.33,2.65,
2010-2011,2011-03-24,CHI,FLA,1.65,4.6,4.8,
2010-2011,2011-03-24,DAL,ANA,2.3,4.5,2.9,
2010-2011,2011-03-24,SJS,CGY,1.91,4.25,3.45,
2010-2011,2011-03-25,BOS,MTL,2.02,4.33,3.5,
2010-2011,2011-03-25,NYI,Unknown,2.25,4.2,2.8,
2010-2011,2011-03-25,NYR,OTT,1.75,4.5,4.2,
2010-2011,2011-03-25,PHI,PIT,2.03,4.33,3.3,
2010-2011,2011-03-25,STL,EDM,1.82,4.5,3.8,
2010-2011,2011-03-25,NSH,ANA,2.1,4.33,3.3,
2010-2011,2011-03-25,COL,TOR,2.7,4.1,2.35,
2010-2011,2011-03-25,PHX,CBJ,2.0,4.4,3.5,
2010-2011,2011-03-25,LAK,SJS,2.4,4.0,2.7,
2010-2011,2011-03-26,PIT,NJD,2.45,4.0,2.75,
2010-2011,2011-03-26,BUF,FLA,1.75,4.5,4.05,
2010-2011,2011-03-26,OTT,WSH,3.5,4.33,1.95,
2010-2011,2011-03-26,Unknown,VAN,3.4,4.33,2.0,
2010-2011,2011-03-26,TBL,CAR,2.2,4.33,2.95,
2010-2011,2011-03-26,BOS,NYR,2.15,4.2,3.25,2010021116.0
2010-2011,2011-03-26,LAK,COL,1.67,4.5,4.8,
2010-2011,2011-03-27,BUF,NJD,2.35,4.2,2.85,
2010-2011,2011-03-27,MTL,WSH,2.4,4.2,2.9,
2010-2011,2011-03-27,NYI,PHI,3.15,4.2,2.1,
2010-2011,2011-03-27,CAR,TBL,2.35,4.2,2.8,
2010-2011,2011-03-27,DET,TOR,1.86,4.5,3.65,
2010-2011,2011-03-27,NSH,DAL,2.15,4.2,3.0,
2010-2011,2011-03-27,MIN,STL,2.4,4.05,2.65,
2010-2011,2011-03-27,CHI,ANA,1.95,4.5,3.5,
2010-2011,2011-03-27,EDM,CGY,3.85,4.4,1.9,
2010-2011,2011-03-27,PIT,FLA,1.7,4.5,4.75,2010021128.0
2010-2011,2011-03-27,Unknown,OTT,2.15,4.2,2.9,
2010-2011,2011-03-28,PHI,BOS,2.45,4.05,2.72,
2010-2011,2011-03-29,DET,CHI,2.4,4.05,2.7,
2010-2011,2011-03-29,ANA,COL,1.65,4.75,4.6,
2010-2011,2011-03-30,TOR,BUF,2.6,4.2,2.45,
2010-2011,2011-03-30,PIT,PHI,2.45,4.0,2.6,
2010-2011,2011-03-30,WSH,CAR,2.0,4.4,3.5,
2010-2011,2011-03-30,CBJ,FLA,2.05,4.33,3.25,
2010-2011,2011-03-30,BOS,CHI,2.3,4.2,3.0,
2010-2011,2011-03-30,MTL,Unknown,1.95,4.33,3.5,
2010-2011,2011-03-30,TBL,OTT,1.83,4.5,3.7,
2010-2011,2011-03-30,STL,MIN,2.05,4.25,3.35,
2010-2011,2011-03-30,NSH,VAN,2.45,4.0,2.7,
2010-2011,2011-03-30,EDM,LAK,3.75,4.5,1.9,
2010-2011,2011-03-30,PHX,DAL,2.25,4.33,3.0,
2010-2011,2011-03-31,BUF,NYR,2.7,4.0,2.51,
2010-2011,2011-03-31,NJD,NYI,2.05,4.2,3.3,
2010-2011,2011-03-31,CAR,MTL,2.3,4.2,2.9,
2010-2011,2011-03-31,DET,STL,1.8,4.5,4.3,
2010-2011,2011-03-31,CGY,ANA,2.4,4.2,2.97,
2010-2011,2011-04-01,BOS,TOR,1.85,4.4,4.0,
2010-2011,2011-04-01,NYI,NYR,3.15,4.2,2.25,
2010-2011,2011-04-01,PHI,Unknown,1.75,4.5,4.33,
2010-2011,2011-04-01,WSH,CBJ,1.75,4.5,4.4,
2010-2011,2011-04-01,TBL,PIT,2.45,4.0,2.75,
2010-2011,2011-04-01,FLA,OTT,2.35,4.0,2.85,
2010-2011,2011-04-01,MIN,EDM,1.83,4.4,3.95,
2010-2011,2011-04-01,COL,NSH,3.3,4.33,2.05,
2010-2011,2011-04-01,VAN,LAK,2.0,4.2,3.4,
2010-2011,2011-04-01,SJS,DAL,1.93,4.33,3.6,
2010-2011,2011-04-02,NJD,PHI,2.6,4.33,2.5,
2010-2011,2011-04-02,CBJ,CHI,3.75,4.4,1.9,
2010-2011,2011-04-02,STL,CGY,2.55,4.2,2.62,
2010-2011,2011-04-02,PHX,COL,1.65,4.55,4.6,
2010-2011,2011-04-02,BOS,Unknown,1.76,4.55,4.15,
2010-2011,2011-04-02,MIN,TBL,2.89,4.0,2.35,
2010-2011,2011-04-02,NSH,DET,2.45,4.2,2.61,2010021166.0
2010-2011,2011-04-03,OTT,TOR,2.75,4.0,2.4,
2010-2011,2011-04-03,NJD,MTL,2.5,4.0,2.89,
2010-2011,2011-04-03,NYI,CAR,2.95,4.2,2.2,
2010-2011,2011-04-03,WSH,BUF,2.05,4.25,3.3,
2010-2011,2011-04-03,FLA,PIT,3.15,4.2,2.2,
2010-2011,2011-04-03,VAN,EDM,1.62,4.7,5.3,
2010-2011,2011-04-03,SJS,ANA,2.05,4.5,3.2,
2010-2011,2011-04-03,PHI,NYR,2.2,4.2,3.1,2010021175.0
2010-2011,2011-04-04,CHI,TBL,2.0,4.4,3.6,
2010-2011,2011-04-04,COL,CGY,3.1,4.2,2.1,
2010-2011,2011-04-04,ANA,DAL,2.05,4.2,3.2,
2010-2011,2011-04-07,BOS,NYI,1.77,4.5,4.35,
2010-2011,2011-04-07,NJD,TOR,2.15,4.2,3.2,
2010-2011,2011-04-07,WSH,FLA,1.66,4.8,4.7,
2010-2011,2011-04-07,CAR,DET,2.5,4.0,2.7,
2010-2011,2011-04-07,CHI,STL,1.77,4.5,4.0,
2010-2011,2011-04-07,CGY,EDM,1.65,4.8,5.1,
2010-2011,2011-04-07,ANA,SJS,2.6,4.0,2.65,
2010-2011,2011-04-07,LAK,PHX,2.3,4.2,2.89,
2010-2011,2011-04-08,NYR,Unknown,1.74,4.5,4.35,
2010-2011,2011-04-08,OTT,MTL,2.65,4.0,2.5,
2010-2011,2011-04-08,DAL,COL,1.58,4.8,5.25,
2010-2011,2011-04-08,VAN,MIN,1.75,4.5,4.4,
2010-2011,2011-04-09,NYI,PIT,3.15,4.33,2.2,
2010-2011,2011-04-09,DET,CHI,2.55,4.05,2.45,
2010-2011,2011-04-09,BUF,PHI,2.35,4.0,2.75,
2010-2011,2011-04-09,Unknown,CAR,3.45,4.5,2.0,
2010-2011,2011-04-09,TBL,FLA,1.76,4.5,4.15,
2010-2011,2011-04-09,NSH,CBJ,1.7,4.5,4.4,
2010-2011,2011-04-09,COL,DAL,3.75,4.4,1.85,
2010-2011,2011-04-09,EDM,MIN,2.55,4.0,2.7,
2010-2011,2011-04-09,PHX,SJS,2.55,3.9,2.55,
2010-2011,2011-04-09,ANA,LAK,2.2,4.2,3.04,
2010-2011,2011-04-09,NYR,NJD,1.9,4.5,4.2,
2010-2011,2011-04-09,BOS,OTT,1.77,4.5,4.25,2010021216.0
2010-2011,2011-04-10,TOR,MTL,2.4,4.0,2.65,
2010-2011,2011-04-10,PHI,NYI,1.65,4.8,4.85,
2010-2011,2011-04-10,CAR,TBL,1.9,4.5,4.0,
2010-2011,2011-04-10,FLA,WSH,3.15,4.33,2.15,
2010-2011,2011-04-10,CBJ,BUF,3.0,4.33,2.25,
2010-2011,2011-04-10,STL,NSH,2.65,4.0,2.55,
2010-2011,2011-04-10,CGY,VAN,2.6,4.33,2.45,
2010-2011,2011-04-10,LAK,ANA,2.35,4.0,2.8,
2010-2011,2011-04-10,SJS,PHX,2.0,4.33,3.35,
2010-2011,2011-04-10,CHI,DET,1.8,4.4,3.9,2010021229.0
2010-2011,2011-04-10,NJD,BOS,2.55,3.9,2.5,
2010-2011,2011-04-10,Unknown,PIT,2.7,4.0,2.5,
2010-2011,2011-04-10,COL,EDM,2.35,4.2,2.85,2010021228.0
2010-2011,2011-04-11,MIN,DAL,4.6,5.0,2.2,
2009-2010,2010-01-18,BOS,OTT,2.15,4.25,3.2,2009020723.0
2009-2010,2010-01-18,NYI,NJD,2.95,4.2,2.25,
2009-2010,2010-01-19,CAR,TBL,2.25,4.2,2.85,
2009-2010,2010-01-19,CBJ,STL,2.35,4.2,2.7,
2009-2010,2010-01-19,PHX,BUF,2.5,4.2,2.6,
2009-2010,2010-01-19,FLA,Unknown,2.3,4.25,2.75,
2009-2010,2010-01-19,NSH,TOR,2.0,4.3,3.5,
2009-2010,2010-01-19,DAL,MIN,2.3,4.2,2.9,
2009-2010,2010-01-19,COL,EDM,1.95,4.3,3.55,
2009-2010,2010-01-19,SJS,CGY,1.83,4.35,3.75,
2009-2010,2010-01-20,NYR,TBL,1.95,4.5,3.65,
2009-2010,2010-01-20,PHI,CBJ,1.83,4.5,3.95,
2009-2010,2010-01-20,WSH,DET,2.0,4.5,3.35,
2009-2010,2010-01-20,Unknown,TOR,2.3,4.4,2.7,
2009-2010,2010-01-20,OTT,CHI,3.25,4.5,2.0,
2009-2010,2010-01-20,PIT,NYI,1.85,4.5,3.75,
2009-2010,2010-01-20,ANA,BUF,2.35,4.2,2.6,
2009-2010,2010-01-20,LAK,SJS,2.65,4.2,2.35,
2009-2010,2010-01-21,NJD,FLA,1.9,4.4,3.6,
2009-2010,2010-01-21,MTL,STL,2.29,4.25,2.8,
2009-2010,2010-01-21,EDM,VAN,3.7,4.5,1.85,
2009-2010,2010-01-23,BOS,OTT,2.25,4.1,2.95,2009020760.0
2009-2010,2010-01-23,PHI,CAR,1.76,4.75,4.2,2009020761.0
2009-2010,2010-01-24,MTL,NYR,2.5,4.05,2.5,
2009-2010,2010-01-24,NYI,NJD,2.65,4.1,2.45,
2009-2010,2010-01-24,WSH,PHX,1.85,4.75,3.8,
