season,date,team1,team2,odds1,oddsX,odds2,gameId
2019-2020,2019-10-27,MIN,LAK,2.12,4.4,3.1,
2019-2020,2019-10-27,COL,ANA,1.99,4.5,3.35,
2019-2020,2019-10-27,WPG,CGY,2.89,4.4,2.17,
2019-2020,2019-10-27,EDM,FLA,2.5,4.4,2.45,2019020170.0
2019-2020,2019-10-27,DET,STL,3.22,4.4,2.05,2019020171.0
2019-2020,2019-10-28,OTT,SJS,3.2,5.35,1.95,
2019-2020,2019-10-28,NYI,PHI,2.4,4.33,2.65,
2019-2020,2019-10-28,NYR,BOS,3.32,4.6,1.97,
2019-2020,2019-10-28,CHI,LAK,2.17,5.3,2.87,
2019-2020,2019-10-28,VGK,ANA,1.66,4.8,4.45,
2019-2020,2019-10-29,BUF,ARI,2.38,4.33,2.73,
2019-2020,2019-10-29,VAN,FLA,2.2,4.5,2.89,
2019-2020,2019-10-30,PIT,PHI,2.13,4.5,2.97,
2019-2020,2019-10-30,CAR,CGY,2.08,4.5,3.03,
2019-2020,2019-10-30,TOR,WSH,2.19,4.5,2.85,
2019-2020,2019-10-30,BOS,SJS,1.77,4.8,4.05,
2019-2020,2019-10-30,NYR,TBL,4.15,5.0,1.72,
2019-2020,2019-10-30,DET,EDM,2.71,4.4,2.31,
2019-2020,2019-10-30,NSH,CHI,1.86,4.8,4.1,
2019-2020,2019-10-30,DAL,MIN,2.06,4.33,3.3,
2019-2020,2019-10-30,ANA,WPG,2.45,4.33,2.6,
2019-2020,2019-10-31,NJD,TBL,2.8,4.5,2.2,
2019-2020,2019-10-31,CBJ,EDM,2.0,4.75,3.26,
2019-2020,2019-10-31,STL,MIN,1.86,4.95,3.78,
2019-2020,2019-10-31,ARI,MTL,2.25,4.4,2.76,
2019-2020,2019-10-31,COL,FLA,2.15,4.4,2.88,
2019-2020,2019-10-31,LAK,VAN,2.6,4.33,2.44,
2019-2020,2019-11-01,NSH,CGY,1.99,4.5,3.25,
2019-2020,2019-11-01,VGK,MTL,1.65,5.0,4.45,
2019-2020,2019-11-02,NJD,PHI,2.35,4.5,2.61,
2019-2020,2019-11-02,NYI,TBL,2.68,4.4,2.33,
2019-2020,2019-11-02,WSH,BUF,1.83,4.75,3.72,
2019-2020,2019-11-02,CAR,DET,1.6,5.0,4.75,
2019-2020,2019-11-02,STL,CBJ,1.92,4.8,3.4,
2019-2020,2019-11-02,COL,DAL,2.1,4.33,3.08,
2019-2020,2019-11-02,ANA,VAN,2.4,4.6,2.59,
2019-2020,2019-11-02,SJS,WPG,2.0,4.65,3.14,
2019-2020,2019-11-02,PIT,EDM,1.82,4.75,3.7,2019020204.0
2019-2020,2019-11-02,NSH,NYR,1.63,5.0,4.5,2019020205.0
2019-2020,2019-11-03,CBJ,CGY,2.85,4.5,2.15,
2019-2020,2019-11-03,CAR,NJD,1.78,4.75,3.72,
2019-2020,2019-11-03,PHI,TOR,2.7,4.5,2.22,
2019-2020,2019-11-03,FLA,DET,1.56,5.5,5.15,
2019-2020,2019-11-03,BUF,NYI,2.3,4.33,2.72,
2019-2020,2019-11-03,BOS,OTT,1.42,5.65,6.2,
2019-2020,2019-11-03,DAL,MTL,2.38,4.33,2.61,
2019-2020,2019-11-03,MIN,STL,2.24,4.33,2.95,
2019-2020,2019-11-03,ARI,COL,2.07,4.4,3.07,
2019-2020,2019-11-03,VGK,WPG,1.67,5.0,4.2,
2019-2020,2019-11-03,SJS,VAN,2.1,4.6,2.95,
2019-2020,2019-11-03,LAK,CHI,2.19,4.5,2.85,
2019-2020,2019-11-04,WSH,CGY,1.89,4.6,3.48,
2019-2020,2019-11-04,ANA,CHI,2.05,4.4,3.35,
2019-2020,2019-11-05,BOS,PIT,2.0,4.5,3.32,
2019-2020,2019-11-05,NYR,OTT,1.97,4.6,3.22,
2019-2020,2019-11-05,DET,NSH,3.88,5.15,1.76,
2019-2020,2019-11-05,EDM,ARI,2.43,4.6,2.62,
2019-2020,2019-11-06,NYI,OTT,1.57,5.05,5.0,
2019-2020,2019-11-06,PHI,CAR,2.52,5.45,2.39,
2019-2020,2019-11-06,CBJ,VGK,2.97,4.5,2.08,
2019-2020,2019-11-06,MTL,BOS,2.47,4.4,2.51,
2019-2020,2019-11-06,TOR,LAK,1.65,5.0,4.4,
2019-2020,2019-11-06,WPG,NJD,2.28,4.5,2.7,
2019-2020,2019-11-06,DAL,COL,2.23,4.33,3.04,
2019-2020,2019-11-06,CGY,ARI,1.99,4.5,3.35,
2019-2020,2019-11-06,VAN,STL,2.24,4.35,2.8,
2019-2020,2019-11-06,ANA,MIN,2.23,4.33,2.91,
2019-2020,2019-11-06,SJS,CHI,1.98,4.6,3.16,
2019-2020,2019-11-07,NYR,DET,2.05,4.5,3.0,
2019-2020,2019-11-07,EDM,STL,2.16,4.25,2.96,
2019-2020,2019-11-08,CAR,NYR,1.56,5.05,4.95,
2019-2020,2019-11-08,PHI,MTL,2.35,4.4,2.6,
2019-2020,2019-11-08,FLA,WSH,2.39,4.45,2.55,
2019-2020,2019-11-08,TOR,VGK,2.05,4.4,3.05,
2019-2020,2019-11-08,NYI,PIT,2.5,4.3,2.5,
2019-2020,2019-11-08,OTT,LAK,2.65,4.4,2.34,
2019-2020,2019-11-08,CHI,VAN,2.85,4.3,2.24,
2019-2020,2019-11-08,COL,NSH,2.92,4.8,2.14,
2019-2020,2019-11-08,CGY,NJD,1.99,4.45,3.2,
2019-2020,2019-11-08,ARI,CBJ,2.05,4.3,3.2,
2019-2020,2019-11-08,SJS,MIN,2.08,4.4,3.04,
2019-2020,2019-11-08,BUF,TBL,3.42,4.6,1.91,
2019-2020,2019-11-09,DET,BOS,4.45,4.95,1.64,
2019-2020,2019-11-09,WPG,VAN,2.35,4.3,2.65,
2019-2020,2019-11-09,EDM,NJD,2.05,4.3,3.3,
2019-2020,2019-11-09,NYI,FLA,2.4,4.1,2.74,2019020252.0
2019-2020,2019-11-09,TBL,BUF,1.96,4.65,3.44,
2019-2020,2019-11-10,PIT,CHI,1.75,4.7,4.0,
2019-2020,2019-11-10,WSH,VGK,2.28,4.45,2.73,
2019-2020,2019-11-10,OTT,CAR,3.4,4.55,1.9,
2019-2020,2019-11-10,MTL,LAK,1.76,4.75,4.0,
2019-2020,2019-11-10,TOR,PHI,1.92,4.6,3.5,
2019-2020,2019-11-10,ARI,MIN,2.13,4.2,3.1,
2019-2020,2019-11-10,COL,CBJ,2.1,4.4,3.0,
2019-2020,2019-11-10,CGY,STL,2.1,4.33,3.0,
2019-2020,2019-11-10,SJS,NSH,2.6,4.4,2.31,
2019-2020,2019-11-10,NYR,FLA,2.65,4.95,2.27,2019020263.0
2019-2020,2019-11-10,WPG,DAL,2.4,4.8,2.7,2019020264.0
2019-2020,2019-11-10,VAN,NJD,1.95,4.85,3.38,
2019-2020,2019-11-10,DET,VGK,3.26,5.35,1.95,2019020266.0
2019-2020,2019-11-11,CHI,TOR,2.6,4.45,2.32,
2019-2020,2019-11-11,BOS,PHI,1.75,4.65,3.94,
2019-2020,2019-11-11,ANA,EDM,2.35,4.0,2.75,
2019-2020,2019-11-12,WSH,ARI,1.92,4.25,3.5,
2019-2020,2019-11-12,CAR,OTT,1.63,5.05,4.5,
2019-2020,2019-11-13,BOS,FLA,1.98,4.85,3.4,
2019-2020,2019-11-13,MTL,CBJ,1.8,5.85,3.65,
2019-2020,2019-11-13,NYR,PIT,3.05,4.4,2.05,
2019-2020,2019-11-13,STL,ARI,1.95,5.05,3.45,
2019-2020,2019-11-13,WPG,COL,2.34,4.2,2.67,
2019-2020,2019-11-13,ANA,DET,1.98,4.25,3.48,
2019-2020,2019-11-13,VAN,NSH,2.75,4.1,2.3,
2019-2020,2019-11-13,LAK,MIN,2.65,4.15,2.43,
2019-2020,2019-11-13,SJS,EDM,2.1,4.3,3.02,
2019-2020,2019-11-14,NJD,OTT,1.81,4.65,3.8,
2019-2020,2019-11-14,NYI,TOR,2.38,4.33,2.6,
2019-2020,2019-11-14,PHI,WSH,2.72,4.4,2.28,
2019-2020,2019-11-14,CGY,DAL,2.15,4.2,3.1,
2019-2020,2019-11-14,VGK,CHI,1.67,4.85,4.33,
2019-2020,2019-11-15,TBL,NYR,1.58,5.35,4.7,
2019-2020,2019-11-15,FLA,WPG,1.91,4.7,3.6,
2019-2020,2019-11-15,BUF,CAR,2.9,4.45,2.2,
2019-2020,2019-11-15,MIN,ARI,2.35,4.25,2.8,
2019-2020,2019-11-15,EDM,COL,2.22,4.45,2.8,
2019-2020,2019-11-15,VAN,DAL,2.07,4.15,3.25,
2019-2020,2019-11-15,ANA,SJS,2.58,4.33,2.4,
2019-2020,2019-11-15,LAK,DET,2.05,4.4,3.07,
2019-2020,2019-11-16,WSH,MTL,2.0,4.65,3.4,
2019-2020,2019-11-16,CBJ,STL,2.65,4.95,2.38,
2019-2020,2019-11-16,NJD,PIT,2.6,4.25,2.39,
2019-2020,2019-11-16,TOR,BOS,2.3,4.9,2.62,
2019-2020,2019-11-16,OTT,PHI,3.1,5.15,2.08,
2019-2020,2019-11-16,MIN,CAR,2.65,4.35,2.4,2019020299.0
2019-2020,2019-11-16,EDM,DAL,2.3,4.55,2.85,2019020301.0
2019-2020,2019-11-16,ARI,CGY,2.38,4.55,2.62,2019020302.0
2019-2020,2019-11-16,TBL,WPG,1.67,5.35,4.65,
2019-2020,2019-11-16,LAK,VGK,3.06,4.95,2.04,
2019-2020,2019-11-17,PIT,TOR,2.15,4.55,2.85,
2019-2020,2019-11-17,PHI,NYI,2.55,4.3,2.47,
2019-2020,2019-11-17,FLA,NYR,1.8,4.9,3.64,
2019-2020,2019-11-17,MTL,NJD,1.97,4.5,3.25,
2019-2020,2019-11-17,BUF,OTT,1.85,4.65,3.65,
2019-2020,2019-11-17,BOS,WSH,2.34,4.4,2.64,
2019-2020,2019-11-17,STL,ANA,1.92,4.4,3.5,
2019-2020,2019-11-17,NSH,CHI,1.81,4.8,3.8,
2019-2020,2019-11-17,VAN,COL,2.1,4.55,3.06,
2019-2020,2019-11-17,SJS,DET,1.65,4.95,4.4,
2019-2020,2019-11-18,CHI,BUF,2.2,4.5,2.9,
2019-2020,2019-11-18,VGK,CGY,2.0,4.55,3.25,
2019-2020,2019-11-19,WSH,ANA,1.72,5.05,4.0,
2019-2020,2019-11-19,ARI,LAK,1.96,4.35,3.34,
2019-2020,2019-11-20,BUF,MIN,2.47,4.8,2.7,
2019-2020,2019-11-20,FLA,PHI,2.12,4.5,2.95,
2019-2020,2019-11-20,NJD,BOS,3.0,4.35,2.11,
2019-2020,2019-11-20,PIT,NYI,2.26,4.9,2.8,
2019-2020,2019-11-20,CBJ,MTL,2.8,4.35,2.35,
2019-2020,2019-11-20,DET,OTT,2.28,5.35,2.7,
2019-2020,2019-11-20,STL,TBL,2.8,4.9,2.38,
2019-2020,2019-11-20,NSH,WPG,1.84,4.7,3.7,
2019-2020,2019-11-20,CHI,CAR,2.75,4.45,2.29,
2019-2020,2019-11-20,DAL,VAN,2.08,4.25,3.25,
2019-2020,2019-11-20,CGY,COL,2.29,4.4,2.75,
2019-2020,2019-11-20,VGK,TOR,2.0,4.6,3.15,
2019-2020,2019-11-20,SJS,EDM,2.12,4.6,2.87,
2019-2020,2019-11-21,MTL,OTT,1.8,4.6,4.0,
2019-2020,2019-11-21,NYR,WSH,3.34,4.7,1.91,
2019-2020,2019-11-22,CAR,PHI,2.08,4.5,3.1,
2019-2020,2019-11-22,CBJ,DET,1.87,4.55,3.61,
2019-2020,2019-11-22,NYI,PIT,2.14,4.33,2.97,
2019-2020,2019-11-22,FLA,ANA,1.91,4.6,3.5,
2019-2020,2019-11-22,BOS,BUF,1.61,4.95,4.7,
2019-2020,2019-11-22,STL,CGY,2.15,4.3,3.2,
2019-2020,2019-11-22,NSH,VAN,1.87,4.6,3.5,
2019-2020,2019-11-22,MIN,COL,2.38,4.35,2.69,
2019-2020,2019-11-22,CHI,TBL,2.9,4.6,2.25,
2019-2020,2019-11-22,DAL,WPG,1.97,4.35,3.45,
2019-2020,2019-11-22,ARI,TOR,2.5,4.4,2.57,
2019-2020,2019-11-22,VGK,SJS,1.89,4.7,3.4,
2019-2020,2019-11-22,LAK,EDM,2.8,4.4,2.2,
2019-2020,2019-11-23,PIT,NJD,2.1,4.5,3.05,
2019-2020,2019-11-23,OTT,NYR,2.32,4.4,2.61,
2019-2020,2019-11-23,WSH,VAN,1.83,4.8,3.58,2019020348.0
2019-2020,2019-11-23,PHI,CGY,2.23,4.35,2.77,2019020349.0
2019-2020,2019-11-23,LAK,ARI,2.72,4.25,2.32,
2019-2020,2019-11-24,TBL,ANA,1.78,4.75,4.0,
2019-2020,2019-11-24,CAR,FLA,2.08,4.65,3.0,
2019-2020,2019-11-24,NJD,DET,2.0,4.5,3.18,
2019-2020,2019-11-24,MTL,NYR,1.75,4.7,3.9,
2019-2020,2019-11-24,BOS,MIN,1.75,4.65,4.0,
2019-2020,2019-11-24,COL,TOR,2.5,4.35,2.4,
2019-2020,2019-11-24,WPG,CBJ,2.2,4.35,2.8,
2019-2020,2019-11-24,STL,NSH,2.3,4.3,2.75,
2019-2020,2019-11-24,DAL,CHI,1.87,4.3,3.6,
2019-2020,2019-11-24,VGK,EDM,1.84,4.7,3.55,
2019-2020,2019-11-24,SJS,NYI,2.85,4.2,2.44,
2019-2020,2019-11-24,FLA,BUF,2.13,4.8,2.9,2019020362.0
2019-2020,2019-11-25,DET,CAR,3.45,4.6,1.89,
2019-2020,2019-11-25,ARI,EDM,2.32,4.25,2.7,
2019-2020,2019-11-26,TBL,BUF,1.65,4.95,4.4,
2019-2020,2019-11-26,NYR,MIN,2.69,4.35,2.32,
2019-2020,2019-11-26,PHI,VAN,2.1,4.4,3.02,
2019-2020,2019-11-26,PIT,CGY,2.0,4.35,3.38,
2019-2020,2019-11-26,CBJ,OTT,1.96,4.5,3.3,
2019-2020,2019-11-26,NSH,STL,2.05,4.45,3.13,
2019-2020,2019-11-26,DAL,VGK,2.19,4.3,2.9,
2019-2020,2019-11-26,ANA,NYI,3.02,4.33,2.23,
2019-2020,2019-11-26,LAK,SJS,2.67,4.15,2.42,
2019-2020,2019-11-27,MTL,BOS,2.7,4.1,2.33,
2019-2020,2019-11-27,NJD,MIN,2.17,4.25,2.9,
2019-2020,2019-11-27,CHI,DAL,2.6,4.05,2.43,
2019-2020,2019-11-28,NYR,CAR,3.1,4.4,2.07,
2019-2020,2019-11-28,WSH,FLA,1.91,4.8,3.3,
2019-2020,2019-11-28,PIT,VAN,1.91,4.6,3.5,
2019-2020,2019-11-28,CBJ,PHI,2.39,4.15,2.62,
2019-2020,2019-11-28,TBL,STL,2.02,4.35,3.2,
2019-2020,2019-11-28,DET,TOR,4.2,4.85,1.68,
2019-2020,2019-11-28,OTT,BOS,3.16,4.33,2.03,
2019-2020,2019-11-28,BUF,CGY,2.72,4.3,2.32,
2019-2020,2019-11-28,NSH,VGK,2.13,4.6,2.95,
2019-2020,2019-11-28,ARI,ANA,2.12,4.25,3.03,
2019-2020,2019-11-28,COL,EDM,2.2,4.3,2.88,
2019-2020,2019-11-28,LAK,NYI,3.05,4.25,2.11,
2019-2020,2019-11-28,SJS,WPG,2.13,4.33,2.95,
2019-2020,2019-11-29,MTL,NJD,2.0,4.55,3.15,
2019-2020,2019-11-29,BOS,NYR,1.75,4.8,3.9,2019020391.0
2019-2020,2019-11-29,MIN,OTT,1.85,4.55,3.62,2019020395.0
2019-2020,2019-11-29,BUF,TOR,3.15,4.45,2.02,2019020392.0
2019-2020,2019-11-29,PHI,DET,1.59,5.05,4.8,2019020393.0
2019-2020,2019-11-29,CHI,COL,2.32,4.45,2.66,2019020394.0
2019-2020,2019-11-29,SJS,LAK,1.94,4.5,3.28,
2019-2020,2019-11-29,ANA,WPG,2.28,4.2,2.78,2019020396.0
2019-2020,2019-11-29,WSH,TBL,2.3,4.4,2.65,
2019-2020,2019-11-30,VGK,ARI,2.01,4.45,3.23,
2019-2020,2019-11-30,CBJ,PIT,2.6,4.25,2.39,
2019-2020,2019-11-30,CAR,NSH,2.15,4.4,2.9,
2019-2020,2019-11-30,DAL,STL,2.07,4.05,3.21,
2019-2020,2019-11-30,NJD,NYR,2.09,4.25,3.15,
2019-2020,2019-11-30,MTL,PHI,2.3,4.3,2.73,2019020404.0
2019-2020,2019-12-01,CGY,OTT,1.67,4.8,4.35,
2019-2020,2019-12-01,TOR,BUF,1.62,5.05,4.4,
2019-2020,2019-12-01,DET,WSH,4.0,4.8,1.73,
2019-2020,2019-12-01,TBL,CAR,2.0,4.37,3.26,
2019-2020,2019-12-01,FLA,NSH,2.36,4.25,2.66,
2019-2020,2019-12-01,NYI,CBJ,1.84,4.5,3.75,
2019-2020,2019-12-01,ARI,SJS,2.27,4.25,2.82,
2019-2020,2019-12-01,STL,PIT,2.28,4.33,2.77,
2019-2020,2019-12-01,COL,CHI,1.96,4.55,3.25,
2019-2020,2019-12-01,EDM,VAN,2.19,4.4,2.8,
2019-2020,2019-12-01,LAK,WPG,2.45,4.1,2.74,
2019-2020,2019-12-01,MIN,DAL,2.5,4.0,2.56,2019020416.0
2019-2020,2019-12-02,BOS,MTL,1.78,4.7,3.8,
2019-2020,2019-12-02,VAN,EDM,2.35,4.25,2.66,
2019-2020,2019-12-03,BUF,NJD,2.32,4.1,2.75,
2019-2020,2019-12-03,NYR,VGK,2.8,4.33,2.24,
2019-2020,2019-12-03,DET,NYI,4.15,4.65,1.73,
2019-2020,2019-12-03,CHI,STL,2.76,4.25,2.25,
2019-2020,2019-12-03,ANA,LAK,2.12,4.15,3.04,
2019-2020,2019-12-04,PHI,TOR,2.55,4.4,2.37,
2019-2020,2019-12-04,CBJ,ARI,2.4,4.05,2.7,
2019-2020,2019-12-04,MTL,NYI,2.32,4.3,2.7,
2019-2020,2019-12-04,NJD,VGK,2.9,4.45,2.15,
2019-2020,2019-12-04,FLA,MIN,2.2,4.45,2.8,
2019-2020,2019-12-04,BOS,CAR,2.04,4.45,3.2,
2019-2020,2019-12-04,NSH,TBL,2.51,4.3,2.41,
2019-2020,2019-12-04,WPG,DAL,2.6,4.05,2.5,
2019-2020,2019-12-04,VAN,OTT,1.98,4.45,3.4,
2019-2020,2019-12-04,SJS,WSH,2.65,4.5,2.32,
2019-2020,2019-12-05,TOR,COL,2.18,4.6,2.75,
2019-2020,2019-12-05,PIT,STL,2.41,4.15,2.6,
2019-2020,2019-12-05,EDM,OTT,1.73,4.7,4.1,
2019-2020,2019-12-05,LAK,WSH,3.0,4.3,2.08,
2019-2020,2019-12-06,BOS,CHI,1.67,4.8,4.3,
2019-2020,2019-12-06,MTL,COL,2.6,4.2,2.4,
2019-2020,2019-12-06,TBL,MIN,1.75,4.45,4.05,
2019-2020,2019-12-06,NYI,VGK,2.32,4.25,2.7,
2019-2020,2019-12-06,PHI,ARI,2.05,4.25,3.25,
2019-2020,2019-12-06,CAR,SJS,2.02,4.45,3.2,
2019-2020,2019-12-06,CBJ,NYR,2.2,4.1,2.97,
2019-2020,2019-12-06,DAL,WPG,2.0,4.33,3.45,
2019-2020,2019-12-06,CGY,BUF,1.97,4.45,3.35,
2019-2020,2019-12-07,NJD,CHI,2.1,4.55,2.96,
2019-2020,2019-12-07,NYR,MTL,2.6,4.5,2.35,
2019-2020,2019-12-07,PIT,ARI,1.86,4.5,3.65,
2019-2020,2019-12-07,EDM,LAK,1.98,4.55,3.27,
2019-2020,2019-12-07,ANA,WSH,3.25,4.55,2.0,
2019-2020,2019-12-07,PHI,OTT,1.75,4.7,3.9,2019020452.0
2019-2020,2019-12-07,VAN,BUF,2.04,4.4,3.12,2019020453.0
2019-2020,2019-12-08,CAR,MIN,1.99,4.45,3.25,
2019-2020,2019-12-08,FLA,CBJ,1.95,4.6,3.3,
2019-2020,2019-12-08,DET,PIT,3.6,4.6,1.83,
2019-2020,2019-12-08,TBL,SJS,1.78,4.9,3.88,
2019-2020,2019-12-08,BOS,COL,2.05,4.3,3.12,
2019-2020,2019-12-08,STL,TOR,2.35,4.4,2.7,
2019-2020,2019-12-08,NSH,NJD,1.64,4.9,4.45,
2019-2020,2019-12-08,DAL,NYI,2.14,4.1,3.1,
2019-2020,2019-12-08,CGY,LAK,1.77,4.7,4.02,
2019-2020,2019-12-08,WPG,ANA,2.0,4.1,3.44,2019020463.0
2019-2020,2019-12-08,FLA,SJS,2.05,4.6,3.05,
2019-2020,2019-12-09,CHI,ARI,2.35,4.25,2.69,
2019-2020,2019-12-09,VGK,NYR,1.76,4.8,3.8,
2019-2020,2019-12-09,EDM,BUF,1.87,4.6,3.4,
2019-2020,2019-12-10,TBL,NYI,1.84,4.7,3.67,
2019-2020,2019-12-10,WSH,CBJ,1.73,4.7,4.05,
2019-2020,2019-12-10,OTT,BOS,3.9,4.65,1.8,
2019-2020,2019-12-10,COL,CGY,2.08,4.45,3.02,
2019-2020,2019-12-11,FLA,TBL,2.4,4.6,2.48,
2019-2020,2019-12-11,PIT,MTL,2.05,4.55,3.25,
2019-2020,2019-12-11,BUF,STL,2.85,4.4,2.23,
2019-2020,2019-12-11,WPG,DET,1.65,5.05,4.5,
2019-2020,2019-12-11,MIN,ANA,2.05,4.25,3.4,
2019-2020,2019-12-11,NSH,SJS,1.87,4.7,3.45,
2019-2020,2019-12-11,DAL,NJD,1.72,4.8,4.15,
2019-2020,2019-12-11,EDM,CAR,2.75,4.3,2.28,
2019-2020,2019-12-11,ARI,CGY,2.2,4.3,3.05,
2019-2020,2019-12-11,VAN,TOR,2.8,4.6,2.2,
2019-2020,2019-12-11,VGK,CHI,1.72,4.85,4.0,
2019-2020,2019-12-11,LAK,NYR,2.27,4.4,2.7,
2019-2020,2019-12-12,WSH,BOS,2.29,4.7,2.77,
2019-2020,2019-12-12,MTL,OTT,2.0,4.35,3.21,
2019-2020,2019-12-12,COL,PHI,1.95,4.6,3.31,
2019-2020,2019-12-13,BUF,NSH,2.95,4.45,2.14,
2019-2020,2019-12-13,TBL,BOS,2.1,4.55,3.0,
2019-2020,2019-12-13,FLA,NYI,2.23,4.1,2.99,
2019-2020,2019-12-13,PIT,CBJ,2.0,4.45,3.2,
2019-2020,2019-12-13,DET,WPG,4.2,4.85,1.69,
2019-2020,2019-12-13,STL,VGK,2.6,4.3,2.54,
2019-2020,2019-12-13,MIN,EDM,2.35,4.33,2.7,
2019-2020,2019-12-13,CGY,TOR,2.62,4.5,2.31,
2019-2020,2019-12-13,ARI,CHI,2.0,4.4,3.36,
2019-2020,2019-12-13,VAN,CAR,2.63,4.45,2.32,
2019-2020,2019-12-13,ANA,LAK,2.07,4.15,3.2,
2019-2020,2019-12-13,SJS,NYR,1.94,4.65,3.28,
2019-2020,2019-12-14,DAL,VGK,1.91,4.4,3.52,
2019-2020,2019-12-14,COL,NJD,1.63,5.0,4.5,
2019-2020,2019-12-14,OTT,CBJ,2.4,4.2,2.55,2019020501.0
2019-2020,2019-12-14,NYI,BUF,1.95,4.25,3.45,2019020502.0
2019-2020,2019-12-14,ANA,NYR,2.15,4.3,2.9,2019020504.0
2019-2020,2019-12-14,CGY,CAR,2.55,4.15,2.45,2019020503.0
2019-2020,2019-12-15,NSH,DAL,2.05,4.25,3.25,
2019-2020,2019-12-15,FLA,BOS,2.66,4.3,2.32,
2019-2020,2019-12-15,PIT,LAK,1.8,4.5,3.8,
2019-2020,2019-12-15,EDM,TOR,2.86,4.4,2.15,
2019-2020,2019-12-15,TBL,WSH,2.08,4.4,3.07,
2019-2020,2019-12-15,MTL,DET,1.67,5.35,4.3,
2019-2020,2019-12-15,MIN,PHI,2.33,4.25,2.79,
2019-2020,2019-12-15,ARI,NJD,1.72,4.5,4.2,
2019-2020,2019-12-15,STL,CHI,1.73,4.65,4.1,
2019-2020,2019-12-15,SJS,VAN,2.26,4.3,2.75,
2019-2020,2019-12-15,WPG,PHI,2.0,4.3,3.34,2019020515.0
2019-2020,2019-12-16,DET,LAK,2.82,4.2,2.23,
2019-2020,2019-12-16,CHI,MIN,2.45,4.2,2.51,
2019-2020,2019-12-16,VGK,VAN,1.78,4.6,3.82,
2019-2020,2019-12-17,FLA,OTT,1.77,4.85,3.75,
2019-2020,2019-12-17,NYR,NSH,2.91,4.15,2.17,
2019-2020,2019-12-17,CBJ,WSH,3.25,4.33,2.0,
2019-2020,2019-12-17,STL,COL,2.35,4.1,2.73,
2019-2020,2019-12-17,DAL,EDM,1.91,4.33,3.7,
2019-2020,2019-12-18,PHI,ANA,2.2,4.35,2.95,
2019-2020,2019-12-18,NYI,NSH,2.05,4.35,3.16,
2019-2020,2019-12-18,TBL,OTT,1.41,5.9,6.35,
2019-2020,2019-12-18,TOR,BUF,1.77,4.75,3.9,
2019-2020,2019-12-18,BOS,LAK,1.61,4.85,4.8,
2019-2020,2019-12-18,DET,CBJ,2.95,4.4,2.15,
2019-2020,2019-12-18,WPG,CAR,2.61,4.4,2.35,
2019-2020,2019-12-18,CGY,PIT,2.35,4.4,2.62,
2019-2020,2019-12-18,VAN,MTL,2.35,4.4,2.65,
2019-2020,2019-12-18,VGK,MIN,1.77,4.65,4.05,
2019-2020,2019-12-18,SJS,ARI,2.48,4.0,2.59,
2019-2020,2019-12-19,NJD,ANA,2.3,4.3,2.74,
2019-2020,2019-12-19,CHI,COL,3.1,4.55,2.05,
2019-2020,2019-12-19,STL,EDM,1.93,4.2,3.7,
2019-2020,2019-12-20,BOS,NYI,1.81,4.45,3.75,
2019-2020,2019-12-20,TBL,DAL,1.95,4.5,3.47,
2019-2020,2019-12-20,PHI,BUF,2.07,4.25,3.05,
2019-2020,2019-12-20,CBJ,LAK,2.07,4.4,3.09,
2019-2020,2019-12-20,OTT,NSH,3.05,4.55,2.05,
2019-2020,2019-12-20,WPG,CHI,1.95,4.45,3.32,
2019-2020,2019-12-20,COL,CAR,2.39,4.4,2.61,
2019-2020,2019-12-20,CGY,MTL,2.15,4.45,3.0,
2019-2020,2019-12-20,ARI,MIN,1.95,4.35,3.4,
2019-2020,2019-12-20,VAN,VGK,2.95,4.45,2.12,
2019-2020,2019-12-21,FLA,DAL,2.23,4.05,2.91,
2019-2020,2019-12-21,NJD,WSH,3.8,4.7,1.8,
2019-2020,2019-12-21,NYR,TOR,3.4,4.3,1.93,
2019-2020,2019-12-21,EDM,PIT,2.76,4.05,2.31,
2019-2020,2019-12-21,BUF,LAK,2.13,4.45,3.16,
2019-2020,2019-12-21,NYI,ANA,1.94,4.3,3.62,2019020553.0
2019-2020,2019-12-21,MIN,WPG,2.23,4.4,2.77,2019020554.0
2019-2020,2019-12-22,WSH,TBL,2.45,4.55,2.45,
2019-2020,2019-12-22,CBJ,NJD,1.78,4.65,3.98,
2019-2020,2019-12-22,CAR,FLA,1.82,4.75,3.68,
2019-2020,2019-12-22,EDM,MTL,2.65,4.4,2.34,
2019-2020,2019-12-22,OTT,PHI,2.9,4.5,2.1,
2019-2020,2019-12-22,TOR,DET,1.53,5.4,5.05,
2019-2020,2019-12-22,BOS,NSH,1.96,4.5,3.3,
2019-2020,2019-12-22,COL,CHI,1.73,4.85,4.0,
2019-2020,2019-12-22,VAN,PIT,2.32,4.15,2.7,
2019-2020,2019-12-22,SJS,STL,2.88,4.05,2.3,
2019-2020,2019-12-22,NYR,ANA,1.89,4.45,3.52,2019020565.0
2019-2020,2019-12-23,DET,ARI,4.15,4.65,1.72,
2019-2020,2019-12-23,DAL,CGY,2.08,4.25,3.13,
2019-2020,2019-12-23,SJS,VGK,2.98,4.5,2.07,
2019-2020,2019-12-23,TOR,CAR,2.23,4.5,2.75,2019020569.0
2019-2020,2019-12-23,MIN,CGY,2.27,4.4,2.72,2019020570.0
2019-2020,2019-12-24,BOS,WSH,2.28,4.4,2.72,
2019-2020,2019-12-24,TBL,FLA,1.86,4.75,3.48,
